facility,name,betweenness,pagerank,in_degree,out_degree,degree,clustering,throughput_legs,total_excess_delay,delay_pct,betw_pct,thru_pct,bottleneck_score
IND122001AAJ,Mahbubabad_Yellanda_D (Telangana),0.0012128376899163712,0.0007646118845015178,1,1,2,0.0,32,412.0,0.3059746529873265,0.788171394085697,0.764031382015691,0.5422450211225105
IND515801AAA,Guntakal_Verpatem_D (Andhra Pradesh),0.0012128376899163712,0.0006896212713775301,2,2,4,0.5,39,1915.0,0.7724803862401931,0.788171394085697,0.8566686783343391,0.7940253470126735
IND713128AAB,Guskhara_Itachnda_D (West Bengal),0.0012128376899163712,0.00032080062314498005,1,2,3,0.3333333333333333,33,1894.0,0.7709716354858177,0.788171394085697,0.7815328907664454,0.778243814121907
IND532201AAA,Tekkali_AmvdiDPP_D (Andhra Pradesh),0.0012128376899163712,0.000732329281726805,2,2,4,0.6666666666666666,41,882.0,0.5509957754978877,0.788171394085697,0.8762824381412191,0.6872057936028968
IND523316AAB,Markapur_VidyaNgr_D (Andhra Pradesh),0.0012128376899163712,0.0004137983977602689,2,1,3,0.3333333333333333,28,1343.0,0.6934218467109233,0.788171394085697,0.6994568497284248,0.7230537115268557
IND571426AAA,Krishnarajpet_MuruPost_D (Karnataka),0.0012128376899163712,0.0005855783540909507,2,1,3,0.3333333333333333,33,1503.0,0.7235968617984309,0.788171394085697,0.7815328907664454,0.7545564272782136
IND126102AAA,Jind_DC (Haryana),0.0012128376899163712,0.0002901252234565682,1,2,3,0.3333333333333333,11,530.0,0.37990343995172,0.788171394085697,0.31985515992757996,0.49037417018708507
IND679303AAA,Sankaramangalam_Central_D_1 (Kerala),0.0012128376899163712,0.00048178633571048274,1,1,2,0.0,25,683.0,0.45986722993361495,0.788171394085697,0.6472540736270368,0.595835847917924
IND244412AAA,Chandausi_Ganesh_D (Uttar Pradesh),0.0012128376899163712,0.0005390808262393914,1,2,3,0.6666666666666666,24,226.0,0.19130959565479783,0.788171394085697,0.6297525648762824,0.4580567290283645
IND742223AAA,Jangipur_Central_D_1 (West Bengal),0.0012128376899163712,0.0003694876668833419,1,1,2,0.0,33,1043.0,0.6077248038624019,0.788171394085697,0.7815328907664454,0.6966203983101991
IND333031AAA,Pilani (Rajasthan),0.0012128376899163712,0.0005750037176153504,2,1,3,0.3333333333333333,20,1103.0,0.6270368135184068,0.788171394085697,0.5353047676523838,0.6570307785153893
IND673592AAA,SultnBthry_Kollgpra_D (Kerala),0.0012128376899163712,0.0005757283067638116,2,3,5,0.16666666666666666,42,4330.0,0.9073627036813519,0.788171394085697,0.8856366928183464,0.8672601086300544
IND127021AAA,Bhiwani_DC (Haryana),0.0012128376899163712,0.0004158216007063421,2,1,3,0.3333333333333333,19,937.0,0.5697042848521424,0.788171394085697,0.512070006035003,0.6237175618587809
IND431127AAA,Georai_Bazarrd_D (Maharashtra),0.0012128376899163712,0.0003477802924671252,1,1,2,0.0,14,592.0,0.4212432106216053,0.788171394085697,0.40012070006035005,0.5270971635485817
IND516360AAB,Proddatur_Central_D_2 (Andhra Pradesh),0.0012128376899163712,0.00026316070816739855,1,1,2,0.0,4,176.0,0.15932407966203982,0.788171394085697,0.1388050694025347,0.3438744719372359
IND587103AAB,Bagalkot_Sector4_D (Karnataka),0.0012128376899163712,0.0006865963490050211,1,2,3,0.3333333333333333,38,1841.0,0.7652383826191913,0.788171394085697,0.8445986722993362,0.7879903439951719
IND384265AAB,Patan_Central_D_2 (Gujarat),0.0012128376899163712,0.00036530760302653836,1,2,3,0.3333333333333333,24,466.0,0.34007242003621,0.788171394085697,0.6297525648762824,0.5324381412190706
IND263645AAA,Ranikhet_Subhash_D (Uttarakhand),0.0012128376899163712,0.0006468084137121257,3,2,5,0.6666666666666666,28,1199.0,0.6544960772480386,0.788171394085697,0.6994568497284248,0.7035908267954134
IND521105AAA,HanumanJNC_VijywdRD_D (Andhra Pradesh),0.0012128376899163712,0.0006939451852799407,1,2,3,0.3333333333333333,11,363.0,0.2812311406155703,0.788171394085697,0.31985515992757996,0.44103802051901025
IND742121AAB,Nowda_ArhamDPP_D (West Bengal),0.0012119255075382753,0.0008421693521278694,2,2,4,0.3333333333333333,33,1103.0,0.6270368135184068,0.7821363910681955,0.7815328907664454,0.7044659022329511
IND110043AAA,Delhi_Nangli_IP (Delhi),0.0012117430710626561,0.001540024659008124,3,2,5,0.0,70,2723.0,0.8479179239589619,0.7812311406155703,0.9369342184671092,0.845715147857574
IND207302AAA,Jalesar_ChngiDPP_D (Uttar Pradesh),0.0012117430710626561,0.00036865207163023074,1,1,2,0.0,12,1188.0,0.6499698249849125,0.7812311406155703,0.3488231744115872,0.6291188895594447
IND600016AAC,Chennai_Perungudi_DPC (Tamil Nadu),0.0012113781981114176,0.0014426492951909434,2,2,4,0.0,35,1660.0,0.7444176222088111,0.7803258901629451,0.812009656004828,0.7687085093542546
IND127201AAA,Loharu_BstndDPP_D (Haryana),0.001210648452208941,0.00046930319083288087,1,1,2,0.0,11,470.0,0.3436934218467109,0.7797223898611949,0.31985515992757996,0.46973445986722995
IND508248AAB,Devarakonda_DindiRD_D (Telangana),0.0012106484522089408,0.0006887105653156289,2,1,3,0.3333333333333333,31,1314.0,0.684067592033796,0.7761013880506941,0.7483403741701871,0.7245322872661436
IND843320AAA,Pupri_SngihiRD_D (Bihar),0.0012106484522089408,0.000623094114227028,2,1,3,0.6666666666666666,29,1312.0,0.6825588412794207,0.7761013880506941,0.716053108026554,0.7173204586602294
IND305901AAA,Beawar_DC (Rajasthan),0.0012106484522089408,0.0008303403053826184,1,2,3,0.3333333333333333,24,2102.0,0.7972238986119493,0.7761013880506941,0.6297525648762824,0.7573928786964393
IND571104AAA,Koppa_BMRd_D (Karnataka),0.0012106484522089408,0.0006134229539362526,1,2,3,0.3333333333333333,32,1410.0,0.7066988533494267,0.7761013880506941,0.764031382015691,0.7389861194930598
IND522647AAA,Vinukonda_Kothapet_D (Andhra Pradesh),0.0012106484522089408,0.00046760499391569654,1,1,2,0.0,33,1082.0,0.6182860591430296,0.7761013880506941,0.7815328907664454,0.6982800241400121
IND741126AAB,Nakashipara_MaxDPP_D (West Bengal),0.0012106484522089408,0.0007595625834780302,2,1,3,0.3333333333333333,39,1599.0,0.7368738684369343,0.7761013880506941,0.8566686783343391,0.7726010863005431
IND507123AAA,Yellandu_Sudimala_D (Telangana),0.0012106484522089408,0.0007641605575771118,1,1,2,0.0,25,337.0,0.260108630054315,0.7761013880506941,0.6472540736270368,0.4923355461677731
IND414502AAA,Shevgaon_VidyaNgr_D (Maharashtra),0.0012106484522089408,0.00041136127265169913,1,1,2,0.0,14,537.0,0.38292094146047073,0.7761013880506941,0.40012070006035005,0.5043150271575136
IND516001AAA,Cuddapah_DC (Andhra Pradesh),0.0012106484522089408,0.0003392788012695876,1,1,2,0.0,4,120.0,0.11647555823777912,0.7761013880506941,0.1388050694025347,0.31882920941460474
IND679531AAA,Shoranur_KdrShrRd_D (Kerala),0.0012106484522089408,0.0005253511123348457,1,1,2,0.0,29,537.0,0.38292094146047073,0.7761013880506941,0.716053108026554,0.5675015087507544
IND331023AAA,Rajgarh_SadulDPP_D (Rajasthan),0.0012106484522089408,0.0006051436114120219,1,1,2,0.0,8,290.0,0.22691611345805673,0.7761013880506941,0.24170187085093542,0.3946288473144237
IND248001AAA,Dehradun (Uttarakhand),0.001209736269830845,0.0006369502222822129,3,1,4,0.0,41,4050.0,0.9004224502112251,0.7724803862401931,0.8762824381412191,0.8572118286059144
IND816109AAA,Sahebganj_BaraLoha_D (Jharkhand),0.0012088240874527493,0.0011233070020080385,2,1,3,0.0,24,4024.0,0.8986119493059747,0.771876885938443,0.6297525648762824,0.8068195534097767
IND124141AAA,ChrkhiDdri_PuranDPP_D (Haryana),0.001208459214501511,0.0005146133588035177,1,1,2,0.0,13,975.0,0.5793602896801449,0.7709716354858177,0.37688593844296925,0.5963488231744116
IND847223AAA,Benipatti_WardNo1_D (Bihar),0.001208459214501511,0.0006450000816518691,1,1,2,1.0,23,8986.0,0.9511164755582378,0.7709716354858177,0.6104405552202776,0.8289378394689197
IND331304AAA,Taranagar_RajRdDPP_D (Rajasthan),0.0012084592145015106,0.0006296812326702492,1,1,2,0.0,7,1415.0,0.708207604103802,0.7670488835244418,0.216053108026554,0.6274290887145444
IND680587AAA,Pazhayannur_AlathurRD_D (Kerala),0.0012084592145015106,0.0005626823338991819,1,2,3,0.3333333333333333,29,1135.0,0.6394085697042848,0.7670488835244418,0.716053108026554,0.6930295715147858
IND741156AAA,Plassey_BtaiRoad_D (West Bengal),0.0012084592145015106,0.000762640500323398,1,2,3,0.0,41,2077.0,0.7942063971031985,0.7670488835244418,0.8762824381412191,0.8024743512371757
IND582101AAB,Gadag_Cdosclrd_D (Karnataka),0.0012084592145015106,0.000719662413228917,2,1,3,0.3333333333333333,36,2416.0,0.828002414001207,0.7670488835244418,0.8228726614363308,0.8086904043452022
IND431107AAB,Paithan_SantaNGR_D (Maharashtra),0.0012084592145015106,0.00046548865139447114,1,1,2,0.0,13,364.0,0.28213639106819555,0.7670488835244418,0.37688593844296925,0.44656004828002416
IND385340AAB,Radhanpur_Santalpr_D (Gujarat),0.0012084592145015106,0.00048245591998876357,2,1,3,0.3333333333333333,21,150.0,0.1388050694025347,0.7670488835244418,0.5618587809293905,0.41188895594447794
IND515761AAA,Kalyandurg_Shankrpa_D (Andhra Pradesh),0.0012084592145015106,0.0007161015652876144,2,1,3,0.6666666666666666,38,1341.0,0.6928183464091732,0.7670488835244418,0.8445986722993362,0.7454435727217863
IND131301AAA,Gohana_DvlalDPP_D (Haryana),0.0012084592145015106,0.00043426316451380693,2,1,3,0.3333333333333333,9,806.0,0.5144840072420036,0.7670488835244418,0.2664453832226916,0.5406457453228727
IND523201AAA,Addanki_Oilmilrd_D (Andhra Pradesh),0.0012084592145015106,0.0005132477088574965,1,1,2,0.0,21,838.0,0.5328907664453832,0.7670488835244418,0.5618587809293905,0.6089318044659022
IND516227AAA,Badvel_Sidrd_D (Andhra Pradesh),0.0012084592145015106,0.0004040805136906196,1,1,2,0.0,4,408.0,0.30537115268557635,0.7670488835244418,0.1388050694025347,0.41056125528062765
IND731301AAA,Nanoor_Central_DPP_1 (West Bengal),0.0012084592145015106,0.0004536204180647619,2,1,3,0.3333333333333333,35,2182.0,0.8032589016294508,0.7670488835244418,0.812009656004828,0.7941460470730235
IND506314AAA,Rayaparthi_Perkadrd_D (Telangana),0.0012084592145015104,0.0007634099508520107,1,1,2,0.0,28,2264.0,0.8132166566083283,0.7631261315630657,0.6994568497284248,0.7754375377187688
IND508377AAB,Haliya_PeroorRD_D (Telangana),0.0012084592145015104,0.0007011065857266872,1,1,2,0.0,27,1873.0,0.7688593844296923,0.7631261315630657,0.6831623415811708,0.7500000000000001
IND574216AAA,Dhrmsthala_Beltngdi_D (Karnataka),0.0012080943415502723,0.00043832933366872015,2,2,4,0.3333333333333333,18,1073.0,0.6143633071816536,0.7619191309595654,0.48672299336149666,0.6331019915509957
IND481661AAA,Mandla_Mharajpr_D (Madhya Pradesh),0.0012080943415502723,0.0007379042079260793,2,1,3,0.6666666666666666,17,2190.0,0.8050694025347013,0.7619191309595654,0.46016898008449003,0.7231442365721182
IND563125AAB,Chintamani_Central_D_2 (Karnataka),0.0012060267281599213,0.0006029294162308715,3,2,5,0.5,31,2912.0,0.8587809293904647,0.7610138805069403,0.7483403741701871,0.8073627036813519
IND142001AAB,Moga_DPC (Punjab),0.001200067136623028,0.0007640227273865698,2,2,4,0.8333333333333334,57,3513.0,0.8817139408569704,0.7604103802051901,0.9203379601689801,0.8530476765238382
IND472001AAA,Tikamgarh_MndiRoad_D (Madhya Pradesh),0.0011852289699393335,0.0008521606329803956,2,2,4,0.3333333333333333,30,5495.0,0.9245624622812312,0.75980687990344,0.7317441158720579,0.8365721182860592
IND471001AAA,Chhatarpur_Busstand_D (Madhya Pradesh),0.0011815802404269498,0.0007235496925526264,2,1,3,0.6666666666666666,21,1595.0,0.7350633675316838,0.7592033796016898,0.5618587809293905,0.707664453832227
IND576201AAA,Kundapura_DC (Karnataka),0.0011625212846807613,0.0005279650881891417,2,1,3,0.3333333333333333,8,314.0,0.24260712130356066,0.7585998792999397,0.24170187085093542,0.3972238986119493
IND415003AAA,Satara_DC (Maharashtra),0.0011544194831006865,0.00038116291772975427,1,2,3,0.3333333333333333,17,891.0,0.5534097767048883,0.7579963789981895,0.46016898008449003,0.596137598068799
IND173212AAA,Solan_MohanPrk_D (Himachal Pradesh),0.0010116102573084053,0.0006530026353832625,2,4,6,0.5,28,2633.0,0.8418829209414604,0.7573928786964393,0.6994568497284248,0.788050694025347
IND563101AAB,Kolar_Ambedkar_D (Karnataka),0.0010106980749303093,0.0005295633487379516,2,3,5,0.5,35,1502.0,0.7226916113458056,0.7564876282438141,0.812009656004828,0.7506940253470126
IND184104AAA,Kathua_BOB_D (Jammu & Kashmir),0.0010106980749303093,0.00041299407090465744,2,4,6,0.8333333333333334,21,2272.0,0.8141219070609536,0.7564876282438141,0.5618587809293905,0.7463789981894992
IND572201AAB,Tiptur_YTRd_D (Karnataka),0.0010083264007472597,0.0005541447852612209,2,4,6,0.5,20,633.0,0.4408569704284852,0.7552806276403138,0.5353047676523838,0.5540736270368135
IND505327AAA,Jagtial_Aravind_D (Telangana),0.0010083264007472597,0.0005604247386285281,4,1,5,0.4,21,337.0,0.260108630054315,0.7552806276403138,0.5618587809293905,0.4690102595051297
IND505326AAB,IND505326AAB,0.0010072317818935446,0.00032560908958597355,2,3,5,0.6,8,385.0,0.2936028968014484,0.7543753771876885,0.24170187085093542,0.42145443572721786
IND712602AAA,Arambag_BalibDPP_D (West Bengal),0.0010070493454179255,0.0006768516719381792,2,2,4,0.3333333333333333,7,494.0,0.35334942667471336,0.7537718768859385,0.216053108026554,0.446016898008449
IND508207AAB,Miryalguda_Ragvendr_D (Telangana),0.0009096569360263087,0.0005518195954430978,3,3,6,0.3333333333333333,28,2540.0,0.835847917923959,0.7531683765841883,0.6994568497284248,0.783765841882921
IND328001AAA,Dholpur_GtRoad_D (Rajasthan),0.0008447803929217299,0.00035204170035363325,3,3,6,0.5,27,1953.0,0.7791188895594447,0.7525648762824382,0.6831623415811708,0.751961375980688
IND275303AAA,Dohrighat_AzmrdDPP_D (Uttar Pradesh),0.0008257074886524513,0.0006202398432342755,1,1,2,0.0,8,254.0,0.207905853952927,0.751961375980688,0.24170187085093542,0.377881713940857
IND277201AAA,Bariya_BgnprDPP_D (Uttar Pradesh),0.0008205992673351141,0.0008379852593819886,1,1,2,0.0,12,806.0,0.5144840072420036,0.7513578756789379,0.3488231744115872,0.5524140012070006
IND571111AAB,Gundlupet_Swamylyt_D (Karnataka),0.0008191397755301605,0.0005045547406608624,1,1,2,0.0,18,423.0,0.31653590826795414,0.7504526252263126,0.48672299336149666,0.4807483403741702
IND424201AAA,Pachora_PcrrdDPP_D (Maharashtra),0.0008191397755301605,0.0003130734090464643,1,1,2,0.0,2,654.0,0.44659022329511167,0.7504526252263126,0.0700060350030175,0.4624321062160531
IND721139AAC,Panskura_Central_D_3 (West Bengal),0.0008169505378227301,0.0019549807449447923,2,2,4,0.3333333333333333,23,743.0,0.4855159927579964,0.7495473747736874,0.6104405552202776,0.5897103198551599
IND673104AAA,Vadakara_Mandodi_D (Kerala),0.0008154910460177766,0.0004890552680706701,3,1,4,0.3333333333333333,33,630.0,0.43995171997585997,0.7489438744719372,0.7815328907664454,0.6009656004828002
IND332713AAA,NeemKaThana_War5DPP_D (Rajasthan),0.0008143964271640615,0.0003340797634356317,1,2,3,0.0,9,494.0,0.35334942667471336,0.7477368738684369,0.2664453832226916,0.4542848521424261
IND562101AAA,Chikblapur_ShntiSgr_D (Karnataka),0.0008143964271640615,0.0008458751334869584,2,1,3,0.6666666666666666,26,340.0,0.2649366324683162,0.7477368738684369,0.6653590826795414,0.48986119493059743
IND306902AAA,Sumerpur_BazarDPP_D (Rajasthan),0.0008143964271640615,0.00041990503040772835,1,1,2,0.0,3,43.0,0.045866022933011466,0.7477368738684369,0.10651780325890163,0.2685576342788171
IND695609AAA,Pangodu_Central_D_1 (Kerala),0.0008140315542128231,0.00048930691283333,1,1,2,0.0,6,142.0,0.13126131563065782,0.7465298732649366,0.19100784550392275,0.32779118889559444
IND276305AAA,Saraimeer_MsmcyDPP_D (Uttar Pradesh),0.0008136666812615848,0.0002387624090192588,1,1,2,0.0,13,373.0,0.2887748943874472,0.7456246228123115,0.37688593844296925,0.4434520217260109
IND460001AAA,Betul_PatelWrd_D (Madhya Pradesh),0.0008136666812615848,0.000401691983794773,1,1,2,0.0,41,2694.0,0.8461074230537116,0.7456246228123115,0.8762824381412191,0.8219975859987931
IND148023AAA,Malerkotla_DC (Punjab),0.000812936935359108,0.00036927877972734704,2,2,4,0.16666666666666666,11,89.0,0.08811104405552203,0.743814121907061,0.31985515992757996,0.33117079058539534
IND506169AAB,Bhupalpally_JwahrNGR_D (Telangana),0.000812936935359108,0.0002690688807166942,1,1,2,0.0,3,47.0,0.04978877489438745,0.743814121907061,0.10651780325890163,0.26934218467109233
IND365560AAA,Amreli_MrktYrd_DC (Gujarat),0.000812936935359108,0.00032502638020999995,1,1,2,0.0,14,867.0,0.544357272178636,0.743814121907061,0.40012070006035005,0.5753470126735063
IND136128AAA,Pehowa_WdN14DPP_D (Haryana),0.000812936935359108,0.000537504422061234,1,1,2,0.0,44,730.0,0.4803862401931201,0.743814121907061,0.896197948098974,0.6425769462884732
IND246174AAA,SrinagarUK_Srikot_D (Uttarakhand),0.0008125720624078696,0.0010498423024922709,2,1,3,0.3333333333333333,36,4291.0,0.9052504526252263,0.7423053711526856,0.8228726614363308,0.839891369945685
IND221401AAA,Bhadohi_Rajpura_D (Uttar Pradesh),0.0008122071894566313,0.00013023888095935722,1,1,2,0.0,3,605.0,0.4284852142426071,0.7410983705491853,0.10651780325890163,0.4578756789378395
IND389001AAA,Godhra_DC (Gujarat),0.0008122071894566313,0.00036474077545914265,1,1,2,0.0,42,2264.0,0.8132166566083283,0.7410983705491853,0.8856366928183464,0.8060651780325891
IND584123AAA,Manvi_APMCYard_D (Karnataka),0.0008122071894566313,0.00017479235038430529,1,1,2,0.0,3,63.0,0.06155703077851539,0.7410983705491853,0.10651780325890163,0.2744115872057936
IND110064AAA,Delhi_Mayapuri_PC (Delhi),0.0008114774435541545,0.0008940177258729288,2,3,5,0.16666666666666666,92,13989.0,0.971635485817743,0.7398913699456849,0.9562462281231141,0.8990343995171999
IND400701AAA,Mumbai_Ghansoli_DC (Maharashtra),0.0008111125706029161,0.00013186041693278897,1,2,3,0.3333333333333333,19,527.0,0.37899818949909475,0.7392878696439348,0.512070006035003,0.5136994568497284
IND760003AAB,Berhampur_Khajuria_I (Orissa),0.0008107476976516778,0.0005137406953507311,1,2,3,0.3333333333333333,14,2116.0,0.7984308992154496,0.7383826191913095,0.40012070006035005,0.7007543753771877
IND470004AAA,Sagar_Bahreya_I (Madhya Pradesh),0.0008107476976516778,0.0002975972736948614,1,4,5,0.2,7,671.0,0.45383222691611347,0.7383826191913095,0.216053108026554,0.4916415208207604
IND68004AAA,Thrissur_Poothole_D (Kerala),0.0008103828247004393,0.0008294173472797899,2,2,4,0.3333333333333333,47,2910.0,0.8581774290887145,0.7293301146650574,0.9025347012673506,0.8283946891973446
IND846004AAA,Darbhanga (Bihar),0.0008103828247004393,0.0005782439791628517,1,2,3,0.6666666666666666,44,2296.0,0.8165359082679541,0.7293301146650574,0.896197948098974,0.8063065781532891
IND802101AAA,Buxar_Sarswati_D (Bihar),0.0008103828247004393,0.0003913185232161107,1,2,3,0.6666666666666666,21,1002.0,0.5935425467712734,0.7293301146650574,0.5618587809293905,0.627942063971032
IND792103AAB,Namsai_HelipadRD_D (Arunachal Pradesh),0.0008103828247004393,0.0006973206930640128,2,1,3,0.6666666666666666,21,146.0,0.13578756789378393,0.7293301146650574,0.5618587809293905,0.3990645745322872
IND815351AAA,Jamtara_D (Jharkhand),0.0008103828247004393,0.0008543345532524814,1,1,2,0.0,23,1135.0,0.6394085697042848,0.7293301146650574,0.6104405552202776,0.6605914302957152
IND829122AAA,Ramgarh_HotelPrk_D (Jharkhand),0.0008103828247004393,0.00034512033551774193,1,1,2,0.0,28,1110.0,0.6288473144236573,0.7293301146650574,0.6994568497284248,0.6731140615570308
IND721133AAA,Keshiary_MdnprDPP_D (West Bengal),0.0008103828247004393,0.00019904299194602637,1,1,2,0.0,4,250.0,0.20488835244417622,0.7293301146650574,0.1388050694025347,0.34900422450211227
IND212601AAA,Fatehpur_Kotwali_D (Uttar Pradesh),0.0008103828247004393,0.0004922285314662351,1,1,2,0.0,32,2717.0,0.8473144236572119,0.7293301146650574,0.764031382015691,0.7952625226312613
IND344001AAA,Barmer_Nehru3PL_D (Rajasthan),0.0008103828247004393,0.0003262804568376272,1,3,4,0.6666666666666666,22,895.0,0.5555220277610139,0.7293301146650574,0.5887145443572722,0.6143029571514786
IND312601AAA,Nimbahera_MsjidDPP_D (Rajasthan),0.0008103828247004393,0.0003286806178088063,1,1,2,0.0,12,86.0,0.08509354254677128,0.7293301146650574,0.3488231744115872,0.33111044055522026
IND632301AAA,Arani_KrthiKyn_D (Tamil Nadu),0.0008103828247004393,0.00032704955798985413,1,2,3,0.0,26,806.0,0.5144840072420036,0.7293301146650574,0.6653590826795414,0.6091128545564273
IND723131AAA,Manbazar_Central_DPP_1 (West Bengal),0.0008103828247004393,0.0003866395571078385,1,1,2,1.0,18,819.0,0.5211225105612552,0.7293301146650574,0.48672299336149666,0.5767048883524442
IND509001AAA,Mahabubnagar_DC (Telangana),0.0008103828247004393,0.0006065686084926037,1,1,2,0.0,36,1025.0,0.6041038020519011,0.7293301146650574,0.8228726614363308,0.6854254677127339
IND211011AAA,Allahabad_Central_D_5 (Uttar Pradesh),0.0008103828247004393,0.0005825164536221462,1,1,2,0.0,26,1396.0,0.7048883524441762,0.7293301146650574,0.6653590826795414,0.7043150271575136
IND246761AAA,Dhampur_NaginaRD_D (Uttar Pradesh),0.0008103828247004393,0.0005734870293308272,1,3,4,0.5,23,58.0,0.057030778515389256,0.7293301146650574,0.6104405552202776,0.3694025347012674
IND250611AAA,Baraut_SrnprHwy_D (Uttar Pradesh),0.0008103828247004393,0.00018279993731239326,1,1,2,0.0,14,576.0,0.41128545564272784,0.7293301146650574,0.40012070006035005,0.5044659022329512
IND504251AAA,Bellmpalli_BasthDPP_D (Telangana),0.0008103828247004393,0.0003457867014603639,2,2,4,1.0,7,239.0,0.1979480989740495,0.7293301146650574,0.216053108026554,0.36098370549185277
IND508116AAA,Bhuvanagiri_HBColny_D (Telangana),0.0008103828247004393,0.000501757388203791,1,2,3,0.6666666666666666,28,563.0,0.40102595051297524,0.7293301146650574,0.6994568497284248,0.5592033796016898
IND140301AAA,Chandigarh_Kharar_DC (Chandigarh),0.0008103828247004393,0.0006022570145674301,1,2,3,0.3333333333333333,61,1331.0,0.6885938442969222,0.7293301146650574,0.9284852142426071,0.7487929993964997
IND144601AAA,Kapurthala_DC (Punjab),0.0008103828247004393,0.00023204522491610078,1,2,3,0.6666666666666666,6,205.0,0.17742908871454435,0.7293301146650574,0.19100784550392275,0.3457151478575739
IND342602AAC,Bilara_Central_DPP_2 (Rajasthan),0.0008103828247004393,0.0008045750483440267,2,2,4,0.3333333333333333,12,836.0,0.5322872661436331,0.7293301146650574,0.3488231744115872,0.5547073023536512
IND151302AAA,TalwandiSabo_Wardno3_D (Punjab),0.0008103828247004393,0.0007058297048596822,1,1,2,0.0,33,-262.0,0.0018105009052504525,0.7293301146650574,0.7815328907664454,0.3760108630054315
IND383001AAA,Himmatnagar_DC (Gujarat),0.0008103828247004393,0.00044202672569605337,1,1,2,1.0,24,469.0,0.3421846710923355,0.7293301146650574,0.6297525648762824,0.5158418829209415
IND380005AAA,Amd_Chandkheda_Dc (Gujarat),0.0008103828247004393,0.0005426430102788956,1,3,4,1.0,46,1446.0,0.7145443572721787,0.7293301146650574,0.9007242003621002,0.7562160531080265
IND821109AAA,Mohania_Bhabua_D (Bihar),0.0008103828247004393,0.0003913185232161107,1,1,2,0.0,17,1872.0,0.7682558841279421,0.7293301146650574,0.46016898008449003,0.6949607724803862
IND574202AAA,Puttur_Darbe_DC (Karnataka),0.0008103828247004393,0.00047083699843940546,1,1,2,0.0,11,263.0,0.2124321062160531,0.7293301146650574,0.31985515992757996,0.3889861194930598
IND515201AAA,Hindupur_Parigi_D (Andhra Pradesh),0.0008103828247004393,0.0007916300270365378,1,2,3,0.0,34,1432.0,0.7127338563669282,0.7293301146650574,0.79963789981895,0.7350935425467713
IND518401AAA,Nandikotkr_UmarDPP_D (Andhra Pradesh),0.0008103828247004393,0.0004964778656193393,1,1,2,0.0,25,618.0,0.4348219674109837,0.7293301146650574,0.6472540736270368,0.5656608328304165
IND788151AAA,Hailakandi_kalibari_D (Assam),0.0008100179517492009,0.0005694312108524027,1,2,3,1.0,26,1257.0,0.6716958358479179,0.71997585998793,0.6653590826795414,0.6849124924562462
IND132103AAA,Panipat (Haryana),0.0008100179517492009,0.00019871775995644234,2,2,4,1.0,11,948.0,0.5715147857573929,0.71997585998793,0.31985515992757996,0.5657211828605915
IND787001AAA,LakhimpurN_SashPhkn_D (Assam),0.0008100179517492009,0.0003123394472141611,2,1,3,0.0,10,842.0,0.5347012673506337,0.71997585998793,0.292094146047073,0.5417622208811104
IND501141AAA,Tandur_SnthiNGR_D (Telangana),0.0008092882058467242,0.0003466851581378957,1,1,2,1.0,13,576.0,0.41128545564272784,0.7184671092335546,0.37688593844296925,0.49656004828002415
IND742225AAA,Ragunthgnj_GopalDPP_D (West Bengal),0.0008092882058467242,0.0002985800852628147,2,1,3,0.3333333333333333,33,1294.0,0.6786360893180446,0.7184671092335546,0.7815328907664454,0.7111647555823778
IND560043AAC,HBR Layout PC (Karnataka),0.0008089233328954858,0.0012244511437104967,4,3,7,0.3,212,5149.0,0.9185274592637296,0.7172601086300543,0.9861194930597466,0.8716656608328304
IND577101AAA,Chikmagalur_DC (Karnataka),0.0008089233328954858,0.0007023619202216583,3,2,5,0.3333333333333333,19,339.0,0.2628243814121907,0.7172601086300543,0.512070006035003,0.44900422450211225
IND124507AAA,Bahadurgarh_DC (Haryana),0.0008085584599442474,0.0005343216700218709,2,2,4,0.0,23,1339.0,0.6916113458056729,0.7136391068195534,0.6104405552202776,0.6819855159927579
IND480661AAA,Seoni_Kidwai_D (Madhya Pradesh),0.0008085584599442474,0.0008281728514026382,3,2,5,0.6666666666666666,22,974.0,0.5784550392275196,0.7136391068195534,0.5887145443572722,0.6210621605310803
IND824101AAA,AurngbadBR_Mahindra_D (Bihar),0.0008085584599442474,0.0003526184858993424,2,2,4,0.0,20,525.0,0.37779118889559443,0.7136391068195534,0.5353047676523838,0.51004828002414
IND591307AAC,Gokak_Bsavangr_D (Karnataka),0.0008085584599442474,0.0002975972736948614,1,3,4,0.16666666666666666,25,1962.0,0.7803258901629451,0.7136391068195534,0.6472540736270368,0.7337054918527459
IND207001AAA,Etah_CivlLine_D (Uttar Pradesh),0.0008085584599442474,0.0002975972736948614,1,1,2,0.0,12,518.0,0.3723596861798431,0.7136391068195534,0.3488231744115872,0.470036210018105
IND758001AAA,Kendujhar_Sirjudin_D (Orissa),0.0008085584599442474,0.0012845692601335303,4,2,6,0.5,13,1344.0,0.6940253470126735,0.7136391068195534,0.37688593844296925,0.6364815932407966
IND110092AAC,Delhi_Patparganj_DPC (Delhi),0.0008085584599442474,0.0003449812104016957,3,2,5,0.3333333333333333,14,813.0,0.5184067592033796,0.7136391068195534,0.40012070006035005,0.5533192516596259
