facility,name,betweenness,pagerank,in_degree,out_degree,degree,clustering,throughput_legs,total_excess_delay,delay_pct,betw_pct,thru_pct,bottleneck_score
IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),0.22022768627996903,0.01932579457310873,45,49,94,0.03715846994535519,1991,697189.0,1.0,1.0,1.0,1.0
IND562132AAA,Bangalore_Nelmngla_H (Karnataka),0.1249428383249191,0.013162998261288262,36,35,71,0.05357142857142857,1433,352694.0,0.9993964996982498,0.9993964996982498,0.9993964996982498,0.9993964996982498
IND501359AAE,Hyderabad_Shamshbd_H (Telangana),0.09263166084939613,0.01117516912786798,30,27,57,0.042682926829268296,734,160509.0,0.9975859987929994,0.9987929993964997,0.9969824984912492,0.9978273989136994
IND712311AAA,Kolkata_Dankuni_HB (West Bengal),0.09065944258450837,0.008689578566630921,24,22,46,0.0392156862745098,481,208354.0,0.9981894990947495,0.9981894990947495,0.9927579963789982,0.9971031985515993
IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),0.06962523683824724,0.008233253360157448,29,29,58,0.06156156156156156,1404,309708.0,0.9987929993964997,0.9975859987929994,0.9987929993964997,0.9984308992154496
IND160002AAC,Chandigarh_Mehmdpur_H (Punjab),0.0550782085482796,0.010080879554942777,32,29,61,0.03433001107419712,801,112443.0,0.995775497887749,0.9969824984912492,0.9975859987929994,0.9964996982498491
IND131028AAB,Sonipat_Kundli_H (Haryana),0.04783690260196255,0.006446229192780851,20,20,40,0.03870967741935484,574,79805.0,0.992154496077248,0.996378998189499,0.9951719975859988,0.9940253470126735
IND781018AAB,Guwahati_Hub (Assam),0.044541680004588025,0.004550090502206191,17,15,32,0.03162055335968379,180,82846.0,0.9939649969824985,0.995775497887749,0.9837054918527459,0.9924562462281231
IND411033AAA,Pune_Tathawde_H (Maharashtra),0.04325401183047964,0.007393558574715217,23,20,43,0.06157635467980296,733,148823.0,0.9969824984912492,0.9951719975859988,0.996378998189499,0.996318648159324
IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),0.04214619583060069,0.005333332070786937,18,18,36,0.05928853754940711,541,61682.0,0.9909474954737477,0.9945684972842487,0.9945684972842487,0.9927579963789982
IND110037AAM,Delhi_Airport_H (Delhi),0.04133064983259041,0.005423294046402846,21,24,45,0.07056451612903226,445,135198.0,0.996378998189499,0.9939649969824985,0.992154496077248,0.9948098974049487
IND302014AAA,Jaipur_Hub (Rajasthan),0.04048963994902146,0.002902392722271636,10,8,18,0.06666666666666667,192,47090.0,0.9891369945684972,0.9933614966807484,0.9849124924562462,0.9895594447797224
IND209304AAA,Kanpur_Central_H_6 (Uttar Pradesh),0.04035938944323359,0.006091866363289784,16,13,29,0.03463203463203463,392,82567.0,0.9933614966807484,0.9927579963789982,0.9915509957754979,0.9928183464091732
IND382430AAB,Ahmedabad_East_H_1 (Gujarat),0.0316951913933234,0.003904907403774553,17,13,30,0.03985507246376811,537,66371.0,0.9915509957754979,0.992154496077248,0.9939649969824985,0.992214846107423
IND462022AAA,Bhopal_Trnsport_H (Madhya Pradesh),0.029637711808032402,0.004168364169203124,13,9,22,0.0718954248366013,266,81513.0,0.9927579963789982,0.9915509957754979,0.9891369945684972,0.9916716958358479
IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),0.024698797378752718,0.004401651910322946,12,15,27,0.057971014492753624,336,87056.0,0.9945684972842487,0.9909474954737477,0.9909474954737477,0.9927579963789982
IND683511AAA,Aluva_Peedika_H (Kerala),0.022768801903177316,0.0028916655192772964,13,7,20,0.029411764705882353,175,16405.0,0.9782739891369946,0.9903439951719976,0.9828002414001207,0.9828002414001208
IND751002AAB,Bhubaneshwar_Hub (Orissa),0.02158710036050378,0.0030824155260857854,13,6,19,0.10833333333333334,164,89012.0,0.9951719975859988,0.9897404948702474,0.9812914906457453,0.9907664453832227
IND854326AAB,Purnia_Central_H_2 (Bihar),0.01899404527343579,0.0018909895398716743,8,8,16,0.15384615384615385,132,36545.0,0.987929993964997,0.9891369945684972,0.9743512371756186,0.9855763427881714
IND530012AAA,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),0.017798782297337244,0.0027107319784943195,10,11,21,0.054945054945054944,138,21085.0,0.9837054918527459,0.9885334942667471,0.9776704888352444,0.983946891973446
IND713205AAB,Durgapur_Central_I_1 (West Bengal),0.01442890085672169,0.0022143935754845847,7,11,18,0.054945054945054944,104,16812.0,0.9788774894387448,0.987929993964997,0.9659022329511164,0.9789981894990948
IND244901AAB,Rampur_RoshnBgh_I (Uttar Pradesh),0.01403076365476208,0.003013361733840637,10,7,17,0.08333333333333333,131,6396.0,0.9312009656004828,0.9873264936632469,0.9734459867229933,0.9564876282438141
IND395023AAA,Surat_HUB (Gujarat),0.013666931729258522,0.001723713977721321,8,8,16,0.16363636363636364,174,58096.0,0.9903439951719976,0.9867229933614967,0.9818949909474954,0.9875678937839468
IND580028AAA,Hubli_Adargchi_IP (Karnataka),0.013631987925137758,0.002832176342680432,9,8,17,0.0989010989010989,145,19876.0,0.9812914906457453,0.9861194930597466,0.9788774894387448,0.9822570911285455
IND575004AAB,Mangalore_Kuntikna_H (Karnataka),0.013574030906554378,0.0014178428152160992,6,7,13,0.07692307692307693,57,10089.0,0.9565479782739892,0.9855159927579964,0.9203379601689801,0.9579963789981896
IND573201AAB,Hassan_Pandrnga_I (Karnataka),0.013240244859405132,0.0016315105478209582,4,5,9,0.14285714285714285,94,7558.0,0.9408569704284853,0.9849124924562462,0.9583584791792396,0.9575739287869645
IND515004AAA,Anantapur_KamaStrt_I (Andhra Pradesh),0.012882386852897821,0.0020068536472675207,6,6,12,0.08888888888888889,117,11091.0,0.9613759806879904,0.9843089921544961,0.9710319855159928,0.9701870850935425
IND521225AAB,Vijayawada_Rynapadu_H (Andhra Pradesh),0.01221073958357229,0.0022445849603383618,8,8,16,0.10256410256410256,132,31399.0,0.9873264936632469,0.9837054918527459,0.9743512371756186,0.9836451418225709
IND842003AAB,Jabalpur_Adhartal_IP (Madhya Pradesh),0.01204773997694003,0.002552645307606569,5,8,13,0.06060606060606061,62,9339.0,0.9529269764634882,0.9831019915509958,0.9299939649969825,0.9573928786964393
IND786001AAB,Dibrugarh_Bokule_H (Assam),0.012028401710524396,0.002100035658855156,6,7,13,0.10606060606060606,80,7313.0,0.9384429692214846,0.9824984912492456,0.9480989740494871,0.9535908267954134
IND306401AAB,Pali_Nayagaon_I (Rajasthan),0.011879989637608182,0.001181059783636556,3,4,7,0.2,94,14638.0,0.975859987929994,0.9818949909474954,0.9583584791792396,0.9741701870850936
IND505001AAB,Karimnagar_KamnHbRD_I (Telangana),0.01163561597851628,0.0030243701267394034,11,8,19,0.15384615384615385,77,5730.0,0.9257694628847315,0.9812914906457453,0.9453832226916113,0.9463488231744116
IND416012AAA,Kolhapur_Shivaji_I (Maharashtra),0.010520147521329709,0.0018355811806254803,5,5,10,0.1111111111111111,92,18877.0,0.9800844900422451,0.9806879903439951,0.9562462281231141,0.975497887748944
IND826004AAA,Dhanbad_Kalynpur_I (Jharkhand),0.010298624185725204,0.002926172938169162,7,9,16,0.07692307692307693,100,14306.0,0.9740494870247435,0.9800844900422451,0.9616777308388654,0.9733856366928184
IND518002AAA,Kurnool_AbbasNgr_I (Andhra Pradesh),0.01005133762423924,0.0025515396298850515,10,8,18,0.12121212121212122,140,14296.0,0.9734459867229933,0.9794809897404949,0.9782739891369946,0.976222088111044
IND305001AAC,Ajmer_FoySGRRD_I (Rajasthan),0.010041303618080186,0.0022226627405318327,5,4,9,0.10714285714285714,112,12816.0,0.9662039831019915,0.9788774894387448,0.9704284852142426,0.9708509354254676
IND332001AAB,Sikar_FatehpRd_I (Rajasthan),0.009670592699621993,0.0010374084860311215,3,6,9,0.08333333333333333,54,3984.0,0.8974049487024743,0.9782739891369946,0.9152082076041038,0.9252263126131564
IND821115AAB,Sasaram_Central_I_2 (Bihar),0.00919587735264868,0.0017294945044553632,6,5,11,0.1388888888888889,80,30059.0,0.9867229933614967,0.9776704888352444,0.9480989740494871,0.9762824381412192
IND742101AAC,Baharampur_Chuanpur_I (West Bengal),0.009158919197668668,0.001165268744045324,6,6,12,0.05454545454545454,60,7779.0,0.9444779722389861,0.9770669885334943,0.9260712130356065,0.9505733252866626
IND125001AAA,Hisar_ModelTwn_P (Haryana),0.008983895887731644,0.0018607584494187233,7,8,15,0.10606060606060606,73,13243.0,0.9674109837054918,0.9764634882317441,0.9408569704284853,0.9648159324079661
IND221313AAA,Varanasi_Central_H_4 (Uttar Pradesh),0.008926251879095699,0.00025688422849451864,1,6,7,0.047619047619047616,21,7771.0,0.943874471937236,0.975859987929994,0.5618587809293905,0.8770669885334943
IND211002AAB,Allahabad_Central_H_1 (Uttar Pradesh),0.00885388541043342,0.0020691650033984963,6,4,10,0.027777777777777776,101,28508.0,0.9855159927579964,0.9752564876282438,0.9628847314423657,0.9779118889559446
IND313001AAB,Udaipur_Mangri_I (Rajasthan),0.008822056326653718,0.0014029781897665027,4,5,9,0.14285714285714285,100,17023.0,0.9794809897404949,0.9746529873264936,0.9616777308388654,0.9744719372359687
IND785001AAA,Jorhat_RicMilRd_D (Assam),0.008821168469139046,0.0009438663635479264,5,3,8,0.13333333333333333,30,5627.0,0.9251659625829813,0.9740494870247435,0.7317441158720579,0.9011466505733253
IND384205AAA,Mehsana_Panchot_IP (Gujarat),0.008450092677729615,0.0017441641228880468,6,6,12,0.1111111111111111,102,5323.0,0.9203379601689801,0.9734459867229933,0.963789981894991,0.9449607724803863
IND000000ACA,Ludhiana_MilrGanj_HB (Punjab),0.008060043492855789,0.0038669990282293822,13,9,22,0.11666666666666667,262,20858.0,0.9831019915509958,0.9728424864212432,0.9885334942667471,0.9811104405552203
IND785682AAA,Sivasagar_Babupaty_D (Assam),0.00800567742312127,0.0009127675842432885,2,2,4,0.0,39,3562.0,0.8847314423657212,0.9722389861194931,0.8566686783343391,0.9053711526855763
IND785612AAB,Bokakhat_MlnprDPP_D (Assam),0.007967730636192478,0.00040856957471177905,2,2,4,0.3333333333333333,5,960.0,0.5745322872661436,0.971635485817743,0.16807483403741702,0.6123717561858781
IND834002AAB,Ranchi_Hub (Jharkhand),0.007908742842408938,0.0015419225223103153,5,7,12,0.15555555555555556,146,53035.0,0.9897404948702474,0.9710319855159928,0.9794809897404949,0.9820760410380205
IND403726AAA,Goa_Hub (Goa),0.007798372946255958,0.0015147433726777448,4,6,10,0.1388888888888889,86,20009.0,0.9818949909474954,0.9704284852142426,0.9532287266143633,0.9727217863608932
IND474003AAA,Gwalior_HrihrNgr_I (Madhya Pradesh),0.007779580423905919,0.0014908336945023666,8,6,14,0.10606060606060606,83,15752.0,0.9776704888352444,0.9698249849124925,0.9502112251056125,0.9698249849124925
IND785675AAA,Moranhat_TiloiDPP_D (Assam),0.007571478611147599,0.00024330402663738426,1,1,2,0.0,4,307.0,0.23808086904043452,0.9692214846107423,0.1388050694025347,0.43756789378394684
IND244221AAA,Amroha_SamitiRd_D (Uttar Pradesh),0.007549221361122058,0.0008803856236913907,1,1,2,0.0,41,2608.0,0.84007242003621,0.9686179843089922,0.8762824381412191,0.8858780929390464
IND532001AAB,Srikakulam_Kuslpram_I (Andhra Pradesh),0.00724491731978925,0.0021762935950701058,5,4,9,0.17857142857142858,119,6626.0,0.9324079662039831,0.968014484007242,0.971635485817743,0.9509354254677127
IND263153AAB,Rudrapur_UdhamNgr_H (Uttarakhand),0.007244370010362392,0.002123552934278809,6,7,13,0.14545454545454545,104,11450.0,0.9625829812914907,0.9674109837054918,0.9659022329511164,0.9646952323476161
IND605010AAB,Pondicherry_Vasanthm_I (Pondicherry),0.007241268590276866,0.0007421789854783869,2,3,5,0.0,42,2907.0,0.8575739287869644,0.9668074834037417,0.8856366928183464,0.8959565479782741
IND244235AAA,Gajraula_JawaharN_D (Uttar Pradesh),0.0071847132828349175,0.0005855336809178203,1,1,2,0.0,41,2226.0,0.8098974049487024,0.9662039831019915,0.8762824381412191,0.8700663850331924
IND506002AAA,Warangal_HunterRd_I (Telangana),0.006851949151305515,0.0014830530071372906,3,3,6,0.0,87,5970.0,0.9287869643934822,0.9656004828002414,0.9541339770669885,0.9449004224502112
IND487551AAA,Gadarwara_MPward_D (Madhya Pradesh),0.006773866339740503,0.0006613955688548977,2,1,3,0.0,15,819.0,0.5211225105612552,0.9649969824984912,0.4179239589619795,0.6336451418225708
IND464668AAA,Bareli_SourvDPP_D (Madhya Pradesh),0.006771677102033072,0.0006779625174210771,1,1,2,0.0,9,902.0,0.5582377791188896,0.9643934821967411,0.2664453832226916,0.6217260108630055
IND523002AAA,Ongole_SubhVRTL_I (Andhra Pradesh),0.006617269819029967,0.0017508033056185697,4,5,9,0.1388888888888889,74,7098.0,0.9372359686179843,0.963789981894991,0.9429692214846107,0.9463488231744116
IND585104AAA,Gulbarga_Nehrugnj_I (Karnataka),0.006447305048382154,0.0018826084708429113,5,5,10,0.0,121,12691.0,0.9656004828002414,0.9631864815932408,0.9728424864212432,0.9663246831623415
IND205001AAB,Mainpuri_Agraroad_I (Uttar Pradesh),0.006442196827064817,0.001428444676540996,3,5,8,0.25,47,4835.0,0.9149064574532287,0.9625829812914907,0.9025347012673506,0.9267350633675316
IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),0.00624047187080814,0.001787760424851578,8,8,16,0.15555555555555556,101,15147.0,0.9770669885334943,0.9619794809897405,0.9628847314423657,0.9697042848521424
IND273014AAB,Gorakhpur_Matriprm_IP (Uttar Pradesh),0.0061161828451333266,0.002208225344824157,6,6,12,0.0,93,13570.0,0.9692214846107423,0.9613759806879904,0.9571514785757392,0.964453832226916
IND691001AAB,Kollam_Central_H_1 (Kerala),0.006089729556168542,0.0015709288930168823,2,4,6,0.0,64,3618.0,0.8859384429692215,0.9607724803862402,0.931804465902233,0.9175618587809293
IND756100AAC,Bhadrak_Central_I_2 (Orissa),0.006042296072507553,0.001681909563144614,3,4,7,0.3,44,8178.0,0.9468919734459867,0.96016898008449,0.896197948098974,0.9407362703681351
IND756019AAA,Balasore_Ganeshwr_D (Orissa),0.006031349883970401,0.0010737150200117544,3,5,8,0.09523809523809523,18,890.0,0.5528062764031382,0.9595654797827399,0.48672299336149666,0.6616173808086905
IND742102AAB,Berhampore_Central_I_2 (West Bengal),0.005663314700487944,0.0017682492860317633,5,5,10,0.027777777777777776,94,9006.0,0.9517199758599879,0.9589619794809897,0.9583584791792396,0.9552202776101388
IND431136AAC,Aurangabad_Central_H_1 (Maharashtra),0.00564239531795029,0.0011915321626807572,5,5,10,0.047619047619047616,107,10380.0,0.9583584791792396,0.9583584791792396,0.968014484007242,0.9602896801448401
IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),0.0056324829361083135,0.0037465033680379694,4,12,16,0.21794871794871795,609,29698.0,0.9861194930597466,0.9577549788774894,0.995775497887749,0.9795413397706699
IND125005AAA,Hisar_IndstlAr_I (Haryana),0.005489070491369179,0.0007528529261323935,4,5,9,0.14285714285714285,23,2396.0,0.8261919130959565,0.9571514785757392,0.6104405552202776,0.8223295111647555
IND390022AAA,Vadodara_Karelibaug_DPC (Gujarat),0.005340844764281608,0.0010329702324913762,5,4,9,0.26666666666666666,78,10318.0,0.9577549788774894,0.9565479782739892,0.9462884731442366,0.9550995775497888
IND342005AAD,Jodhpur_Basni_I (Rajasthan),0.00524176481749055,0.0008927164685328419,2,4,6,0.2,51,10439.0,0.9595654797827399,0.955944477972239,0.9088714544357273,0.9483403741701871
IND341001AAC,Nagaur_KisanCo_D (Rajasthan),0.005198344936293183,0.0006339407800286204,2,2,4,0.3333333333333333,14,776.0,0.5021122510561256,0.9553409776704889,0.40012070006035005,0.6176825588412795
IND341303AAA,Didwana_KatlaDPP_D (Rajasthan),0.005193966460878322,0.0007347087082989636,2,1,3,0.3333333333333333,24,826.0,0.5247435123717562,0.9547374773687387,0.6297525648762824,0.6747435123717562
IND341306AAA,Sujangarh_LdnunDPP_D (Rajasthan),0.005191777223170892,0.0007407282504865122,1,1,2,0.0,18,1160.0,0.643934821967411,0.9541339770669885,0.48672299336149666,0.7055522027761014
IND400072AAB,Mumbai Hub (Maharashtra),0.005096989588073895,0.0029909282700899945,11,11,22,0.07692307692307693,534,23924.0,0.9843089921544961,0.9535304767652384,0.9933614966807484,0.9768859384429692
IND151001AAA,Bhatinda_DPC (Punjab),0.0050367062188945814,0.0020813813028858403,6,4,10,0.14285714285714285,99,5987.0,0.9293904646952323,0.9529269764634882,0.9607724803862402,0.9427278213639108
IND121004AAB,FBD_Balabhgarh_DPC (Haryana),0.004889860262105325,0.0036206648760122987,9,7,16,0.05555555555555555,314,13981.0,0.9710319855159928,0.9523234761617381,0.9903439951719976,0.9692818346409174
IND000000AFT,Mumbai_Sanpada_I (Maharashtra),0.0048455127924456705,0.0015982711086713144,5,8,13,0.07142857142857142,256,9936.0,0.9553409776704889,0.9517199758599879,0.987929993964997,0.9607724803862402
IND431603AAA,Nanded_Aswningr_I (Maharashtra),0.004842593808835763,0.0008223279707392493,4,4,8,0.09523809523809523,40,9743.0,0.9547374773687387,0.9511164755582378,0.8669281834640917,0.936089318044659
IND788026AAC,Silchar_Sirikona_H (Assam),0.004841499189982048,0.0013935625082780057,4,4,8,0.19047619047619047,57,13688.0,0.9698249849124925,0.9505129752564876,0.9203379601689801,0.9541339770669885
IND721306AAA,Kharagpur_DC (West Bengal),0.00484113431703081,0.0010294353903208579,4,4,8,0.09523809523809523,49,3693.0,0.8889559444779722,0.9499094749547374,0.9058539529269765,0.9106216053108026
IND335513AAA,Hanumangarh_DC (Rajasthan),0.004838580206372141,0.0011460986354199035,3,3,6,0.06666666666666667,36,2767.0,0.8491249245624622,0.9493059746529873,0.8228726614363308,0.8739287869643935
IND500039AAC,Hyderabad_Uppal_I (Telangana),0.004838215333420903,0.0013275062438198823,5,4,9,0.047619047619047616,84,5195.0,0.9191309595654797,0.9487024743512372,0.9514182257091128,0.9344598672299336
IND605601AAA,Villupuram_Thirumtr_IP (Tamil Nadu),0.0048367558416159495,0.0010650404611036348,3,3,6,0.0,52,3212.0,0.8702474351237176,0.9480989740494871,0.9100784550392276,0.9015691007845504
IND422011AAD,Nashik_TgrniaRD_I (Maharashtra),0.004833836858006042,0.0008206112954888527,2,4,6,0.3,74,7900.0,0.9450814725407363,0.9474954737477369,0.9429692214846107,0.9453832226916113
IND282002AAD,IND282002AAD,0.004668943013233845,0.0010382383147483853,6,5,11,0.2777777777777778,60,5408.0,0.9221484610742305,0.9468919734459867,0.9260712130356065,0.9303560651780325
IND507002AAA,Khammam_NSTRoad_I (Telangana),0.004620006974285869,0.001272163672474407,5,7,12,0.1388888888888889,91,7612.0,0.9414604707302353,0.9462884731442366,0.9553409776704889,0.9456849728424864
IND334001AAC,Bikaner_ITICollg_L (Rajasthan),0.004596669439701096,0.00019351991201933542,1,2,3,0.3333333333333333,9,514.0,0.36783343391671697,0.9456849728424864,0.2664453832226916,0.5209112854556427
IND232101AAB,MughalSarai_Central_D_2 (Uttar Pradesh),0.0044748018739874775,0.0002882186689744635,2,1,3,0.3333333333333333,11,2460.0,0.8313216656608329,0.9450814725407363,0.31985515992757996,0.7631563065781533
IND444005AAB,Akola_Gaurkshn_I (Maharashtra),0.004433571230497541,0.0008516912385919265,3,3,6,0.1,72,23968.0,0.9849124924562462,0.9444779722389861,0.9384429692214846,0.9634882317441158
IND756045AAB,Soro_UttarDPP_D (Orissa),0.00442043580425296,0.0001907348393122218,1,1,2,0.0,2,18.0,0.019613759806879905,0.943874471937236,0.0700060350030175,0.30697042848521416
IND152026AAA,Muktsar_DPC (Punjab),0.004246026533561014,0.0013899233441942776,6,7,13,0.19444444444444445,72,10410.0,0.9589619794809897,0.9432709716354858,0.9384429692214846,0.9501508750754375
IND784168AAB,Gohpur_Central_D_1 (Assam),0.004231978924938337,0.0007420466908022869,3,2,5,0.3,11,1238.0,0.6698853349426674,0.9426674713337356,0.31985515992757996,0.6817139408569703
IND695012AAA,Trivandrum_Mnanthla_H (Kerala),0.004077820103040122,0.0009233491701251627,5,2,7,0.0,23,1098.0,0.6252263126131563,0.9420639710319855,0.6104405552202776,0.7173204586602293
IND232104AAB,Chandauli_ShubsNGR_D (Uttar Pradesh),0.004070157771064116,0.00036054278870945326,1,3,4,0.16666666666666666,11,429.0,0.31985515992757996,0.9414604707302353,0.31985515992757996,0.5063367531683766
IND583101AAA,Bellary_Dc (Karnataka),0.004034035348891516,0.0006813083135400265,3,2,5,0.16666666666666666,49,4566.0,0.9106819553409776,0.9408569704284853,0.9058539529269765,0.9187688593844298
IND249407AAA,Haridwar (Uttarakhand),0.004033305602989039,0.0017046926326619517,5,3,8,0.2,103,15130.0,0.9764634882317441,0.9402534701267351,0.9646952323476162,0.963246831623416
IND723130AAA,Hura_Central_D_1 (West Bengal),0.004032940730037801,0.0011150607140486065,4,2,6,0.2,45,9968.0,0.955944477972239,0.9396499698249849,0.8995171997585999,0.939770669885335
IND503111AAC,Kamareddy_Devenply_I (Telangana),0.004031846111184086,0.0009106707614739877,3,3,6,0.16666666666666666,44,3501.0,0.8811104405552203,0.9390464695232348,0.896197948098974,0.9015087507543754
IND784176AAA,Bishwanath_ChrliDPP_D (Assam),0.004026008143964272,0.0005888474306391439,1,1,2,1.0,10,1372.0,0.6997585998792999,0.9384429692214846,0.292094146047073,0.68983101991551
IND585330AAE,Humnabad_EBroad_D (Karnataka),0.004014332209524644,0.0006483660271054349,1,1,2,0.0,41,1302.0,0.6795413397706699,0.9378394689197345,0.8762824381412191,0.7963789981894991
IND585401AAA,Bidar (Karnataka),0.004012142971817213,0.0006669274676433146,1,1,2,0.0,43,1911.0,0.771876885938443,0.9372359686179843,0.8913699456849729,0.8453832226916113
IND502286AAB,Narayankhed_Datatrya_D (Telangana),0.004009953734109783,0.0006817125531546803,1,1,2,0.0,44,2480.0,0.8328304164152082,0.9366324683162341,0.896197948098974,0.8766445383222691
IND502220AAC,Zahirabad_Mohim_D (Telangana),0.004007764496402352,0.0006951962131533679,1,1,2,0.0,44,2083.0,0.7951116475558238,0.936028968014484,0.896197948098974,0.8576041038020519
IND303702AAB,Chomu_ShsmlDPP_D (Rajasthan),0.003828794313819928,0.0003470077092783872,1,2,3,0.6666666666666666,21,766.0,0.49939649969824984,0.9351237175618587,0.5618587809293905,0.6426071213035607
IND332404AAA,Reengus_Shop2DPP_D (Rajasthan),0.003828794313819928,0.0003380943901419634,2,1,3,0.6666666666666666,21,423.0,0.31653590826795414,0.9351237175618587,0.5618587809293905,0.5511768255884129
IND201007AAA,GZB_Mohan_Nagar_DPC (Uttar Pradesh),0.0037709810634413326,0.0018149667909194214,8,5,13,0.17857142857142858,70,3198.0,0.8690404345202173,0.9342184671092335,0.9369342184671092,0.9021726010863005
IND413002AAA,Solapur_Central_I_2 (Maharashtra),0.003718875711047169,0.001314016690581427,5,5,10,0.26666666666666666,109,19428.0,0.9806879903439951,0.9336149668074833,0.9692214846107423,0.964272782136391
IND700053AAA,CCU_New Alipore_DPC (West Bengal),0.0036330399754805377,0.0013794879625987368,3,4,7,0.2,41,4303.0,0.9058539529269765,0.9330114665057333,0.8762824381412191,0.908086904043452
IND144001AAB,Jalandhar_DPC (Punjab),0.003630485864821869,0.002645547606506066,5,5,10,0.26666666666666666,134,7690.0,0.9426674713337356,0.9321062160531081,0.976161738080869,0.9461979480989741
IND600044AAD,Chennai_Chrompet_DPC (Tamil Nadu),0.003630485864821869,0.0013663929409712598,5,5,10,0.2,103,3847.0,0.8937839468919735,0.9321062160531081,0.9646952323476162,0.9194628847314423
IND610001AAA,Thiruvarur_Bypasrd_D (Tamil Nadu),0.003624647897602055,0.0013624038529935361,2,2,4,0.16666666666666666,54,2802.0,0.8515389257694629,0.9312009656004828,0.9152082076041038,0.8881713940856971
IND783301AAA,Dhubri_Tetultol_D (Assam),0.003624283024650817,0.0007330577805424002,2,1,3,0.0,21,1193.0,0.651780325890163,0.9305974652987327,0.5618587809293905,0.7174411587205793
IND783348AAA,Bilasipara_Wardno5_D (Assam),0.0036220937869433866,0.0007382392572377888,1,1,2,0.0,21,1203.0,0.6572118286059143,0.9299939649969825,0.5618587809293905,0.71997585998793
IND783129AAA,Lakhipur_WrdN4DPP_D (Assam),0.0036199045492359564,0.0007455888248380864,1,1,2,0.0,11,919.0,0.5624622812311406,0.9293904646952323,0.31985515992757996,0.624019312009656
IND244001AAA,Moradabad_DC (Uttar Pradesh),0.003618809930382241,0.0005407854871838841,1,1,2,1.0,35,5831.0,0.9269764634882317,0.9287869643934822,0.812009656004828,0.904526252263126
IND794101AAA,Tura_Sracmplx_D (Meghalaya),0.0036177153115285257,0.0007479183938693167,1,1,2,0.0,10,2129.0,0.7993361496680749,0.928183464091732,0.292094146047073,0.7365419432709717
IND506143AAA,Ghanpur_Palakrty_D (Telangana),0.0036045798852839435,0.0006661171812878156,1,1,2,0.0,33,561.0,0.40012070006035005,0.9275799637899819,0.7815328907664454,0.6346409173204586
IND506167AAB,Jangaon_Hanmkond_D (Telangana),0.0036023906475765133,0.000682021383870714,1,1,2,0.0,32,2083.0,0.7951116475558238,0.9269764634882317,0.764031382015691,0.8284550392275196
IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),0.003475477410194343,0.0055211089208183255,11,18,29,0.1368421052631579,820,40973.0,0.9885334942667471,0.9263729631864815,0.9981894990947495,0.9718165359082678
IND424006AAA,Dhule_MIDCAvdn_I (Maharashtra),0.00327692397507188,0.0009546510463842007,6,9,15,0.09090909090909091,65,20811.0,0.9824984912492456,0.9257694628847315,0.9336149668074833,0.955703077851539
IND732103AAB,Malda_Central_I_3 (West Bengal),0.003276194229169403,0.0018132915264872838,4,3,7,0.047619047619047616,24,3071.0,0.8630054315027158,0.9251659625829813,0.6297525648762824,0.8350030175015088
IND632006AAA,Vellore_GndhiNgr_IP (Tamil Nadu),0.003274552300888831,0.0007816654416641671,4,5,9,0.23809523809523808,79,5368.0,0.9215449607724804,0.9245624622812312,0.9468919734459867,0.927519613759807
IND712310AAE,Kolkata_North_I_4 (West Bengal),0.0032586803275099613,0.0007244649316761551,5,4,9,0.09523809523809523,88,6167.0,0.9305974652987327,0.923958961979481,0.9547374773687387,0.9334339167169584
IND388320AAA,Anand_Vaghasi_IP (Gujarat),0.003248585509192364,0.0015735347620464864,4,4,8,0.2,73,1798.0,0.7628243814121907,0.9233554616777309,0.9408569704284853,0.8465902232951117
IND781354AAA,Rangia_HosptlRd_D (Assam),0.003231314856167083,0.00045951640243125595,1,1,2,0.0,10,397.0,0.3011466505733253,0.9227519613759807,0.292094146047073,0.4858177429088714
IND781335AAA,Nalbari_Bhgtpura_D (Assam),0.0032291256184596526,0.000506971133877544,1,1,2,0.0,6,234.0,0.19372359686179844,0.9221484610742305,0.19100784550392275,0.4117079058539529
IND301001AAB,Alwar_Central_I_1 (Rajasthan),0.00322748369017908,0.001109163898711963,5,3,8,0.26666666666666666,55,8634.0,0.9493059746529873,0.9215449607724804,0.9170187085093543,0.9345202172601087
IND000000AET,Barpeta_ShivBari_D (Assam),0.003226936380752222,0.000546575210458689,1,1,2,0.0,12,711.0,0.47223898611949305,0.9209414604707302,0.3488231744115872,0.582166566083283
IND577002AAA,Davangere_Central_I_1 (Karnataka),0.0032262066348497454,0.0010604004773990335,4,3,7,0.26666666666666666,60,3301.0,0.8726614363307181,0.9203379601689801,0.9260712130356065,0.8976463488231743
IND000000AAS,Bongaigaon_Chpaguri_D (Assam),0.0032247471430447918,0.0005808772843993806,1,1,2,0.0,17,829.0,0.5265540132770067,0.9197344598672299,0.46016898008449003,0.6312311406155703
