source_center,destination_center,volume,median_factor,median_actual,median_osrm,total_excess_delay,breach_legs,median_distance,ftl_share,breach_rate,source_name,dest_name
IND000000AEL,IND000000ACB,17,1.8448275862068968,108.0,58.0,1670.0,17,63.1293,0.0,1.0,Delhi_PunjabiB_L (Delhi),Gurgaon_Bilaspur_HB (Haryana)
IND421302AAG,IND400102AAB,33,2.3076923076923075,65.0,29.0,1668.0,33,32.950199999999995,0.0,1.0,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Jogeshwri_L (Maharashtra)
IND382421AAA,IND382430AAB,15,4.027777777777778,145.0,31.0,1667.0,15,38.1816,0.0,1.0,Gandhinagar_DC (Gujarat),Ahmedabad_East_H_1 (Gujarat)
IND500008AAC,IND501359AAE,13,3.391304347826087,78.0,22.0,1665.0,13,24.5107,0.0,1.0,Hyderabad_Tolichwk_I (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND246149AAA,IND249407AAA,15,2.689655172413793,155.0,57.0,1662.0,15,74.4466,1.0,1.0,Kotdwara_Nzbadrd_D (Uttarakhand),Haridwar (Uttarakhand)
IND144001AAB,IND000000ACA,23,2.358490566037736,122.0,53.0,1658.0,23,75.6466,1.0,1.0,Jalandhar_DPC (Punjab),Ludhiana_MilrGanj_HB (Punjab)
IND126112AAA,IND131028AAB,16,2.2641314553990606,163.0,72.0,1653.0,15,89.5139,1.0,0.9375,Safidon_HatRDDPP_D (Haryana),Sonipat_Kundli_H (Haryana)
IND582101AAB,IND580028AAA,18,2.9035615171137836,135.0,46.0,1649.0,18,62.06345,1.0,1.0,Gadag_Cdosclrd_D (Karnataka),Hubli_Adargchi_IP (Karnataka)
IND834002AAB,IND832109AAB,14,2.339080459770115,202.0,87.0,1647.0,14,119.87020000000001,1.0,1.0,Ranchi_Hub (Jharkhand),Jamshedpur_Central_I_3 (Jharkhand)
IND400102AAB,IND421302AAG,20,2.0574074074074074,59.5,30.0,1642.0,20,33.19965,0.0,1.0,Mumbai_Jogeshwri_L (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND396191AAC,IND421302AAG,8,2.609936507936508,327.5,126.0,1625.0,8,163.11380000000003,1.0,1.0,Vapi_IndEstat_I (Gujarat),Bhiwandi_Mankoli_HB (Maharashtra)
IND421601AAB,IND421302AAG,14,3.814271749755621,120.5,31.0,1624.0,14,42.629900000000006,0.0,1.0,Asangaon_Shahapur_D (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND460001AAA,IND480334AAA,21,2.2153846153846155,145.0,66.0,1622.0,21,87.2736,1.0,1.0,Betul_PatelWrd_D (Madhya Pradesh),Pandhurna_Mataward_D (Madhya Pradesh)
IND712310AAE,IND712124AAA,30,3.730994152046783,69.0,19.0,1620.0,30,19.128600000000002,0.0,1.0,Kolkata_North_I_4 (West Bengal),Hooghly_DC (West Bengal)
IND501359AAE,IND506002AAA,16,1.7754898040783686,216.0,122.0,1617.0,16,171.07580000000002,1.0,1.0,Hyderabad_Shamshbd_H (Telangana),Warangal_HunterRd_I (Telangana)
IND507159AAA,IND507002AAA,10,2.9155555555555557,65.5,17.5,1611.0,10,24.5024,1.0,1.0,Kusumnchi_SKRoad_D (Telangana),Khammam_NSTRoad_I (Telangana)
IND380021AAA,IND382430AAB,32,3.1666666666666665,38.0,13.0,1611.0,32,16.892349999999997,0.0,1.0,AMD_Rakhial (Gujarat),Ahmedabad_East_H_1 (Gujarat)
IND530012AAA,IND532001AAB,24,1.763966049382716,142.5,82.0,1609.0,24,111.87084999999999,0.0,1.0,Visakhapatnam_Gajuwaka_IP (Andhra Pradesh),Srikakulam_Kuslpram_I (Andhra Pradesh)
IND441912AAA,IND441107AAB,11,2.702702702702702,200.0,75.0,1609.0,11,103.6758,0.0,1.0,Bhandara_KaremDPP_D (Maharashtra),Savner_Wagodha_D (Maharashtra)
IND121004AAB,IND110037AAM,37,2.583333333333333,65.0,25.0,1600.0,37,28.2936,0.0,1.0,FBD_Balabhgarh_DPC (Haryana),Delhi_Airport_H (Delhi)
IND516115AAA,IND517501AAB,17,2.227272727272727,149.0,67.0,1590.0,17,90.1461,0.0,1.0,Rajampet_RSRoad_D (Andhra Pradesh),Tirupati_Balajicly_I (Andhra Pradesh)
IND400015AAA,IND400072AAB,36,2.8455882352941178,48.0,17.0,1587.0,36,18.0348,0.0,1.0,Mumbai_CottonGreen_DPC (Maharashtra),Mumbai Hub (Maharashtra)
IND000000ACT,IND131028AAB,39,1.648148148148148,89.0,56.0,1584.0,37,43.3454,0.0,0.9487179487179487,Delhi_Gateway_HB (Delhi),Sonipat_Kundli_H (Haryana)
IND518002AAA,IND562132AAA,11,1.5211267605633805,432.0,285.0,1576.0,11,346.6438,1.0,1.0,Kurnool_AbbasNgr_I (Andhra Pradesh),Bangalore_Nelmngla_H (Karnataka)
IND143001AAA,IND144001AAB,19,2.272727272727273,140.0,63.0,1572.0,19,85.8845,1.0,1.0,Amritsar_DPC (Punjab),Jalandhar_DPC (Punjab)
IND173025AAA,IND160002AAC,11,2.3737373737373737,235.0,100.0,1571.0,11,106.4389,1.0,1.0,PaontSahib_Gurudwar_D (Himachal Pradesh),Chandigarh_Mehmdpur_H (Punjab)
IND712311AAA,IND721306AAA,14,2.089108910891089,211.0,101.0,1567.0,14,130.64339999999999,1.0,1.0,Kolkata_Dankuni_HB (West Bengal),Kharagpur_DC (West Bengal)
IND321022AAA,IND121004AAB,9,3.2439024390243905,266.0,83.0,1563.0,9,106.9351,0.0,1.0,Kaman_BsstdDPP_D (Rajasthan),FBD_Balabhgarh_DPC (Haryana)
IND712311AAA,IND713205AAB,12,2.119047619047619,223.5,105.0,1563.0,12,148.64210000000003,1.0,1.0,Kolkata_Dankuni_HB (West Bengal),Durgapur_Central_I_1 (West Bengal)
IND421302AAG,IND422011AAD,21,1.731958762886598,168.0,97.0,1563.0,21,136.90279999999998,1.0,1.0,Bhiwandi_Mankoli_HB (Maharashtra),Nashik_TgrniaRD_I (Maharashtra)
IND411036AAA,IND411033AAA,33,2.310344827586207,66.0,29.0,1546.0,33,28.4677,0.0,1.0,Pune_Mundhawa_L (Maharashtra),Pune_Tathawde_H (Maharashtra)
IND821109AAA,IND802213AAB,11,5.125,170.0,32.0,1545.0,11,45.2398,1.0,1.0,Mohania_Bhabua_D (Bihar),Dinara_Wardno7_D (Bihar)
IND533401AAA,IND533106AAA,17,2.2739726027397262,158.0,68.0,1530.0,17,92.659,1.0,1.0,Tuni_Eaglvari_D (Andhra Pradesh),Rajamundry_AtoNgrRd_I (Andhra Pradesh)
IND608301AAA,IND639104AAB,16,1.7490196078431373,209.0,119.0,1520.0,16,148.47055,1.0,1.0,Lalpet_PriyrNGR_D (Tamil Nadu),Kulithalai_AnnaNGR_D (Tamil Nadu)
IND125001AAA,IND000000ACB,10,2.0037589828634603,270.5,135.0,1503.0,10,170.45145000000002,1.0,1.0,Hisar_ModelTwn_P (Haryana),Gurgaon_Bilaspur_HB (Haryana)
IND518002AAA,IND501359AAE,12,1.84375,265.0,143.5,1492.0,12,199.60555,1.0,1.0,Kurnool_AbbasNgr_I (Andhra Pradesh),Hyderabad_Shamshbd_H (Telangana)
IND731301AAA,IND713205AAB,19,1.943661971830986,138.0,71.0,1490.0,19,76.5807,1.0,1.0,Nanoor_Central_DPP_1 (West Bengal),Durgapur_Central_I_1 (West Bengal)
IND110037AAM,IND110035AAC,36,2.2857142857142856,46.0,20.0,1489.0,33,18.3518,0.0,0.9166666666666666,Delhi_Airport_H (Delhi),Delhi_North_R_8 (Delhi)
IND508377AAB,IND501359AAE,12,1.8043478260869565,212.0,115.0,1486.0,12,155.38175,1.0,1.0,Haliya_PeroorRD_D (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND842001AAA,IND846004AAA,22,2.1900000000000004,109.0,50.0,1486.0,22,68.32205,1.0,1.0,Muzaffrpur_Bbganj_I (Bihar),Darbhanga (Bihar)
IND000000AEM,IND110037AAB,11,4.0,168.0,40.0,1482.0,11,41.5922,0.0,1.0,Gurgaon_Bilaspur_RP (Haryana),Del_B_RPC (Delhi)
IND560083AAB,IND562132AAA,31,1.6590909090909092,72.0,43.0,1477.0,29,41.4414,0.0,0.9354838709677419,Bengaluru_Bnnrghta_L (Karnataka),Bangalore_Nelmngla_H (Karnataka)
IND421302AAG,IND400015AAB,31,2.21875,71.0,31.0,1476.0,31,42.4891,0.0,1.0,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_CotnGren_M (Maharashtra)
IND382430AAB,IND389001AAA,21,1.6938775510204085,166.0,98.0,1473.0,21,136.6409,1.0,1.0,Ahmedabad_East_H_1 (Gujarat),Godhra_DC (Gujarat)
IND401209AAB,IND401104AAA,12,8.142857142857142,171.0,19.5,1458.0,12,25.748649999999998,0.0,1.0,Mumbai_Vasai_CP (Maharashtra),Mumbai_MiraRd_IP (Maharashtra)
IND271210AAA,IND271001AAA,12,3.0733695652173916,144.5,47.0,1456.0,12,67.16925,0.0,1.0,Tulsipur_Central_DPP_1 (Uttar Pradesh),Gonda_KotwaliN_D (Uttar Pradesh)
IND160002AAC,IND131028AAB,12,1.9154387833599622,249.0,129.5,1445.0,12,182.03404999999998,1.0,1.0,Chandigarh_Mehmdpur_H (Punjab),Sonipat_Kundli_H (Haryana)
IND583101AAA,IND583201AAA,18,2.746376811594203,125.0,46.0,1441.0,18,64.4048,1.0,1.0,Bellary_Dc (Karnataka),Hospet (Karnataka)
IND244001AAA,IND263153AAB,16,1.9661686627978763,177.0,89.5,1441.0,16,92.53125,1.0,1.0,Moradabad_DC (Uttar Pradesh),Rudrapur_UdhamNgr_H (Uttarakhand)
IND700065AAB,IND712310AAA,15,5.416666666666667,129.0,22.0,1439.0,15,22.3084,0.0,1.0,CCU_Beleghta_CP (West Bengal),Kolkata_Dankuni_P (West Bengal)
IND535001AAA,IND530012AAA,10,3.5102915951972555,194.0,56.0,1438.0,10,71.7734,0.0,1.0,Vizianagaram_NcsRd_DC (Andhra Pradesh),Visakhapatnam_Gajuwaka_IP (Andhra Pradesh)
IND524101AAB,IND517501AAB,16,2.126600284495021,159.5,75.0,1433.0,16,98.97705,1.0,1.0,Gudur_Bngisheb_D (Andhra Pradesh),Tirupati_Balajicly_I (Andhra Pradesh)
IND786001AAB,IND786171AAA,13,3.1666666666666665,155.0,53.0,1426.0,13,73.8578,0.0,1.0,Dibrugarh_Bokule_H (Assam),Digboi_JyotiNgr_D (Assam)
IND812002AAA,IND813203AAA,18,3.72463768115942,87.5,24.0,1426.0,18,32.054950000000005,1.0,1.0,Bhagalpur_Pbroad_DC (Bihar),Kahalgaon_NdiaTola_D (Bihar)
IND500010AAA,IND501359AAE,9,2.2972972972972974,92.0,37.0,1425.0,9,45.4122,0.0,1.0,Hyderabad_Alwal_I (Telangana),Hyderabad_Shamshbd_H (Telangana)
IND462042AAA,IND462022AAA,17,4.9,98.0,20.0,1419.0,17,19.1454,0.0,1.0,Bhopal_Kolar Mandakni (Madhya Pradesh),Bhopal_Trnsport_H (Madhya Pradesh)
IND305001AAC,IND305901AAA,17,2.0232558139534884,87.0,44.0,1394.0,17,55.7788,1.0,1.0,Ajmer_FoySGRRD_I (Rajasthan),Beawar_DC (Rajasthan)
IND816107AAA,IND826004AAA,8,1.8832228273739045,387.0,205.0,1390.0,8,278.2733,1.0,1.0,Pakur_Hatpada_D (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand)
IND742303AAB,IND741165AAB,18,3.1870554765291605,119.5,37.0,1389.0,18,53.0193,0.0,1.0,Domkal_Central_D_2 (West Bengal),Nazirpur_Central_D_1 (West Bengal)
IND641062AAD,IND643231AAA,15,2.473684210526316,146.0,60.0,1384.0,15,70.3282,0.0,1.0,Coimbatore_Karayam_H (Tamil Nadu),Coonoor_Fairybnk_D (Tamil Nadu)
IND160002AAC,IND110037AAM,9,1.8054054054054052,334.0,185.0,1379.0,9,229.1577,1.0,1.0,Chandigarh_Mehmdpur_H (Punjab),Delhi_Airport_H (Delhi)
IND209304AAA,IND212601AAA,16,2.2164179104477615,159.0,68.0,1377.0,15,96.66810000000001,1.0,0.9375,Kanpur_Central_H_6 (Uttar Pradesh),Fatehpur_Kotwali_D (Uttar Pradesh)
IND385535AAA,IND384205AAA,17,1.95,156.0,79.0,1359.0,17,92.1865,1.0,1.0,Deesa_HawaiPlr_DC (Gujarat),Mehsana_Panchot_IP (Gujarat)
IND586211AAA,IND585314AAA,16,1.8083118556701032,174.5,96.0,1357.0,16,104.2201,0.0,1.0,Indi_SindgiRD_D (Karnataka),Aland_RazaviRd_D (Karnataka)
IND261001AAA,IND262701AAA,20,2.24265306122449,111.0,50.0,1357.0,20,53.40135,1.0,1.0,Sitapur_Chowk_D (Uttar Pradesh),Lakhimpur_Maheva_D (Uttar Pradesh)
IND508207AAB,IND521225AAB,10,2.12346081413878,249.5,117.0,1347.0,10,154.89954999999998,1.0,1.0,Miryalguda_Ragvendr_D (Telangana),Vijayawada_Rynapadu_H (Andhra Pradesh)
IND312605AAB,IND313001AAB,7,2.3823529411764706,324.0,137.0,1342.0,7,173.2019,1.0,1.0,Pratapgarh_Nimachrd_D (Rajasthan),Udaipur_Mangri_I (Rajasthan)
IND212601AAA,IND210001AAA,16,2.335668103448276,142.5,61.0,1340.0,16,84.96755,1.0,1.0,Fatehpur_Kotwali_D (Uttar Pradesh),Banda_GayatriN_D (Uttar Pradesh)
IND610001AAA,IND605010AAB,10,2.071428571428571,261.0,126.0,1340.0,10,149.45915000000002,1.0,1.0,Thiruvarur_Bypasrd_D (Tamil Nadu),Pondicherry_Vasanthm_I (Pondicherry)
IND742102AAB,IND713130AAA,13,2.010752688172043,187.0,93.0,1335.0,13,96.5407,0.0,1.0,Berhampore_Central_I_2 (West Bengal),Katwa_BSarani_D (West Bengal)
IND202001AAB,IND205001AAB,8,2.543269230769231,264.5,104.0,1334.0,8,136.7223,1.0,1.0,Aligarh_KhirByps_I (Uttar Pradesh),Mainpuri_Agraroad_I (Uttar Pradesh)
IND600056AAB,IND524003AAA,14,1.61,241.5,150.5,1326.0,14,186.65370000000001,1.0,1.0,MAA_Poonamallee_HB (Tamil Nadu),Nellore_DC (Andhra Pradesh)
IND411033AAA,IND411036AAA,32,1.8261904761904764,49.0,29.0,1323.0,32,25.87115,0.0,1.0,Pune_Tathawde_H (Maharashtra),Pune_Mundhawa_L (Maharashtra)
IND122004AAA,IND122413AAE,43,1.7647058823529411,60.0,34.0,1318.0,43,35.7912,0.0,1.0,Gurgaon_Begumpur_CP (Haryana),Gurgaon_Bilaspur_P (Haryana)
IND712311AAA,IND712410AAC,9,5.25,189.0,38.0,1314.0,9,44.4175,1.0,1.0,Kolkata_Dankuni_HB (West Bengal),Tarkeshwar_Naraynpr_D (West Bengal)
IND273014AAB,IND274001AAA,16,3.048780487804878,125.0,40.5,1314.0,16,56.6973,1.0,1.0,Gorakhpur_Matriprm_IP (Uttar Pradesh),Deoria_CCRoad_D (Uttar Pradesh)
IND000000ACB,IND282002AAD,9,1.905109489051095,261.0,136.0,1310.0,9,183.2081,1.0,1.0,Gurgaon_Bilaspur_HB (Haryana),IND282002AAD
IND600056AAB,IND600116AAB,22,2.353021978021978,63.5,27.0,1306.0,22,31.08465,0.0,1.0,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Porur_DPC (Tamil Nadu)
IND562132AAA,IND583101AAA,10,1.4895566181264943,323.0,219.5,1306.0,10,292.50020000000006,1.0,1.0,Bangalore_Nelmngla_H (Karnataka),Bellary_Dc (Karnataka)
IND585401AAA,IND502286AAB,22,2.3922291548496877,104.0,42.0,1303.0,22,40.92075,1.0,1.0,Bidar (Karnataka),Narayankhed_Datatrya_D (Telangana)
IND854326AAB,IND852131AAA,10,2.184938409854423,210.5,95.0,1301.0,10,134.6935,1.0,1.0,Purnia_Central_H_2 (Bihar),Supaul_SadrHsptl_D (Bihar)
IND713130AAA,IND741123AAB,17,2.09375,134.0,64.0,1295.0,17,73.1617,0.0,1.0,Katwa_BSarani_D (West Bengal),Chapra_NagarDPP_D (West Bengal)
IND174101AAB,IND160002AAC,11,2.5064935064935066,193.0,77.0,1291.0,11,93.2949,1.0,1.0,Nalagarh_Central_DPP_2 (Himachal Pradesh),Chandigarh_Mehmdpur_H (Punjab)
IND606201AAC,IND605601AAA,15,2.074074074074074,168.0,81.0,1287.0,15,102.4406,0.0,1.0,Chinnasalem_VkotRoad_D (Tamil Nadu),Villupuram_Thirumtr_IP (Tamil Nadu)
IND431112AAB,IND431136AAC,11,3.272727272727273,180.0,56.0,1286.0,11,75.4698,0.0,1.0,Sillod_ZebaTWR_D (Maharashtra),Aurangabad_Central_H_1 (Maharashtra)
IND209304AAA,IND209801AAA,20,2.25,122.5,35.5,1285.0,17,47.9448,0.0,0.85,Kanpur_Central_H_6 (Uttar Pradesh),Unnao_VikasRam_D (Uttar Pradesh)
IND501401AAC,IND500010AAA,14,8.904166666666667,128.5,13.5,1272.0,14,14.09615,0.0,1.0,Medchal_MROoffce_D (Telangana),Hyderabad_Alwal_I (Telangana)
IND175001AAA,IND175101AAA,17,1.9726027397260275,146.0,74.0,1271.0,17,63.4834,1.0,1.0,Mandi_PlaceCol_D (Himachal Pradesh),Kullu_AkhraBzr_D (Himachal Pradesh)
IND121004AAB,IND121102AAA,41,1.9310344827586208,58.0,28.0,1265.0,41,39.8523,0.0,1.0,FBD_Balabhgarh_DPC (Haryana),Palwal (Haryana)
IND845401AAA,IND845305AAA,22,2.563492063492064,90.5,35.0,1264.0,22,48.71155,1.0,1.0,Motihari_RajaBzr_D (Bihar),Raxaul_KairiyaT_D (Bihar)
IND814133AAB,IND816109AAA,13,2.4375,156.0,64.0,1262.0,13,90.0153,1.0,1.0,Godda_Central_D_2 (Jharkhand),Sahebganj_BaraLoha_D (Jharkhand)
IND000000ACB,IND110030AAD,28,1.6726844583987441,84.0,50.0,1261.0,26,49.427800000000005,0.0,0.9285714285714286,Gurgaon_Bilaspur_HB (Haryana),Delhi_Kishangarh_DPC (Delhi)
IND786181AAC,IND792120AAB,9,5.0625,162.0,33.0,1253.0,9,48.081900000000005,0.0,1.0,Margherita_CivilHPL_D (Assam),Changlang_Central_D_1 (Arunachal Pradesh)
IND842001AAA,IND848114AAA,20,2.2270408163265305,108.0,48.0,1249.0,20,69.05475,1.0,1.0,Muzaffrpur_Bbganj_I (Bihar),DalsinghSarai_Wardno13_D (Bihar)
IND571124AAA,IND570020AAA,11,4.137931034482759,120.0,30.0,1238.0,11,38.6996,1.0,1.0,Tirumakudalu_Narasipr_D (Karnataka),Mysore_Yadvgiri_IP (Karnataka)
IND571114AAA,IND570020AAA,8,4.13499245852187,213.0,52.0,1234.0,8,56.6674,1.0,1.0,HDKote_BegurRD_D (Karnataka),Mysore_Yadvgiri_IP (Karnataka)
IND516390AAA,IND515004AAA,15,1.9404761904761905,165.0,86.0,1231.0,15,99.5907,1.0,1.0,Pulivendula_RTCStand_D (Andhra Pradesh),Anantapur_KamaStrt_I (Andhra Pradesh)
IND000000ACB,IND110085AAB,24,1.622366110623354,109.5,67.0,1227.0,22,65.32855,0.0,0.9166666666666666,Gurgaon_Bilaspur_HB (Haryana),Delhi_Rohini_DPC (Delhi)
IND712311AAA,IND700028AAB,23,3.526315789473684,67.0,19.0,1226.0,23,18.9277,0.0,1.0,Kolkata_Dankuni_HB (West Bengal),CCU_DumDum_DPC (West Bengal)
IND142001AAB,IND152026AAA,29,1.6451612903225807,103.0,62.0,1225.0,29,79.5451,1.0,1.0,Moga_DPC (Punjab),Muktsar_DPC (Punjab)
IND560099AAB,IND560058AAB,38,1.6704107830551989,64.5,36.0,1223.0,31,32.1476,0.0,0.8157894736842105,Bengaluru_Bomsndra_HB (Karnataka),Bengaluru_Peenya_IP (Karnataka)
IND360530AAB,IND362001AAA,15,2.0,140.0,69.0,1222.0,15,79.48219999999999,0.0,1.0,Jamjodhpur_Court_D (Gujarat),Junagadh_DPC (Gujarat)
IND431136AAC,IND431001AAA,20,3.0555555555555554,28.0,9.0,1222.0,20,13.41015,0.0,1.0,Aurangabad_Central_H_1 (Maharashtra),Aurangabad (Maharashtra)
IND282001AAA,IND110037AAM,7,1.6683937823834196,322.0,190.0,1222.0,7,233.202,0.5714285714285714,1.0,Agra_Idgah_P (Uttar Pradesh),Delhi_Airport_H (Delhi)
IND629179AAA,IND627005AAA,11,2.0416666666666665,196.0,95.0,1216.0,11,109.6053,1.0,1.0,Marthandam_Nallur_D (Tamil Nadu),Tirunelveli_VdkkuSrt_I (Tamil Nadu)
IND562132AAA,IND573201AAB,16,1.4849624060150375,197.5,132.5,1214.0,16,165.34975,1.0,1.0,Bangalore_Nelmngla_H (Karnataka),Hassan_Pandrnga_I (Karnataka)
IND700028AAB,IND712311AAA,11,4.473684210526316,81.0,18.0,1211.0,11,22.7463,0.0,1.0,CCU_DumDum_DPC (West Bengal),Kolkata_Dankuni_HB (West Bengal)
IND600044AAE,IND600056AAB,29,2.0285714285714285,71.0,35.0,1202.0,29,36.4453,0.0,1.0,Chennai_Chrompet_L (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu)
IND263601AAA,IND262501AAA,10,1.9260940251998377,234.5,121.5,1202.0,10,112.36295,1.0,1.0,Almora_SuzkiSrv_D (Uttarakhand),Pithorgarh_Kumud_D (Uttarakhand)
IND382430AAB,IND380054AAA,40,2.235294117647059,37.5,17.0,1190.0,40,19.674999999999997,0.0,1.0,Ahmedabad_East_H_1 (Gujarat),AMD_Memnagar (Gujarat)
IND335051AAA,IND335513AAA,10,1.9666224354394202,195.0,99.5,1185.0,9,110.3004,0.0,0.9,RaisingNgr_BisnolDPP_D (Rajasthan),Hanumangarh_DC (Rajasthan)
IND603301AAA,IND600044AAD,14,2.3561705989110706,135.5,58.0,1184.0,14,74.9248,0.0,1.0,Malemruvathur_Achipkam_D (Tamil Nadu),Chennai_Chrompet_DPC (Tamil Nadu)
IND560300AAA,IND560078AAC,16,2.841463414634146,116.5,41.0,1184.0,16,39.900000000000006,0.0,1.0,Bengaluru_KGAirprt_HB (Karnataka),BLR_JPNagar_Pc (Karnataka)
IND421302AAG,IND400072AAA,29,2.4347826086956523,56.0,22.0,1181.0,29,27.3854,0.0,1.0,Bhiwandi_Mankoli_HB (Maharashtra),Mumbai_Tejpal_M (Maharashtra)
IND712310AAE,IND711303AAA,18,2.402439024390244,97.5,40.0,1179.0,18,54.09055,0.0,1.0,Kolkata_North_I_4 (West Bengal),Bagnan_Harop_D (West Bengal)
IND502286AAB,IND502220AAC,22,2.1002747252747254,102.0,49.0,1177.0,22,57.435900000000004,1.0,1.0,Narayankhed_Datatrya_D (Telangana),Zahirabad_Mohim_D (Telangana)
IND583119AAA,IND583101AAA,9,4.232558139534884,182.0,44.0,1170.0,9,53.5761,1.0,1.0,Sandur_WrdN1DPP_D (Karnataka),Bellary_Dc (Karnataka)
IND263153AAB,IND244715AAA,16,1.704209065679926,158.5,93.0,1168.0,16,80.26915,1.0,1.0,Rudrapur_UdhamNgr_H (Uttarakhand),Ramnagar_BhwniGnj_D (Uttarakhand)
IND462022AAA,IND466001AAA,14,2.8488372093023253,122.5,43.0,1166.0,14,49.6907,1.0,1.0,Bhopal_Trnsport_H (Madhya Pradesh),Sehore_Mangalam_D (Madhya Pradesh)
IND400701AAB,IND421302AAG,26,2.475,49.5,20.0,1165.0,26,22.8732,0.0,1.0,Mumbai_Pawane_L (Maharashtra),Bhiwandi_Mankoli_HB (Maharashtra)
IND415612AAA,IND415408AAC,8,2.611742424242424,234.0,90.0,1156.0,8,117.19865,1.0,1.0,Ratnagiri_MjgaonRd_D (Maharashtra),Shirala_Central_DPP_3 (Maharashtra)
IND632006AAA,IND600056AAB,17,1.783132530120482,148.0,83.0,1156.0,17,105.9961,1.0,1.0,Vellore_GndhiNgr_IP (Tamil Nadu),MAA_Poonamallee_HB (Tamil Nadu)
IND450331AAA,IND452001AAC,13,2.242857142857143,156.0,69.0,1155.0,13,96.8774,0.0,1.0,Burhanpur_StRoad_D (Madhya Pradesh),Jalgaon_DC (Maharashtra)
IND210001AAA,IND210427AAA,10,3.822528883183569,152.0,40.0,1154.0,10,54.8667,1.0,1.0,Banda_GayatriN_D (Uttar Pradesh),Mahoba_Mlkpura_D (Uttar Pradesh)
IND494334AAB,IND493445AAB,11,1.7692307692307692,230.0,131.0,1153.0,11,173.8199,1.0,1.0,Kanker_KrisnKunj_D (Chhattisgarh),Mahasamund_RajpurRD_D (Chhattisgarh)
IND401209AAB,IND421302AAH,19,2.7058823529411766,87.0,34.0,1149.0,19,35.5477,0.0,1.0,Mumbai_Vasai_CP (Maharashtra),Bhiwandi_Mankoli_GW (Maharashtra)
IND802158AAB,IND821115AAB,11,2.408450704225352,167.0,71.0,1140.0,11,86.5783,1.0,1.0,Jagdishpur_Wardno13_D (Bihar),Sasaram_Central_I_2 (Bihar)
IND562132AAA,IND515004AAA,12,1.5370676195051647,280.5,183.0,1140.0,12,203.4261,1.0,1.0,Bangalore_Nelmngla_H (Karnataka),Anantapur_KamaStrt_I (Andhra Pradesh)
IND421302AAG,IND410401AAA,11,2.462686567164179,164.0,67.0,1135.0,11,88.8,1.0,1.0,Bhiwandi_Mankoli_HB (Maharashtra),Lonavala_NngrgnRd_D (Maharashtra)
IND209304AAA,IND208019AAA,18,4.80625,78.5,16.0,1133.0,18,16.2845,0.0,1.0,Kanpur_Central_H_6 (Uttar Pradesh),Kanpur_Rawatpur_D (Uttar Pradesh)
IND518422AAB,IND518102AAA,14,2.0455465587044532,157.5,76.0,1131.0,14,108.5009,1.0,1.0,Atmakur_IndraNgr_D (Andhra Pradesh),Srisailam_Sishumdr_D (Andhra Pradesh)
IND712311AAA,IND700053AAA,15,2.8,84.0,29.0,1130.0,15,29.399,0.0,1.0,Kolkata_Dankuni_HB (West Bengal),CCU_New Alipore_DPC (West Bengal)
IND121102AAA,IND121004AAB,12,3.992857142857143,115.0,29.0,1126.0,12,40.2281,0.0,1.0,Palwal (Haryana),FBD_Balabhgarh_DPC (Haryana)
IND828111AAA,IND826004AAA,9,9.25,111.0,12.0,1125.0,9,13.8589,0.0,1.0,Dhanbad_Jharia_DC (Jharkhand),Dhanbad_Kalynpur_I (Jharkhand)
IND382430AAB,IND382345AAA,34,2.2113970588235294,34.0,16.0,1123.0,34,20.07595,0.0,1.0,Ahmedabad_East_H_1 (Gujarat),Amdavad_East (Gujarat)
IND562132AAA,IND560002AAA,25,2.8461538461538463,75.0,27.0,1123.0,24,24.5336,0.0,0.96,Bangalore_Nelmngla_H (Karnataka),Bengaluru_KHRoad_I (Karnataka)
IND411033AAA,IND411021AAA,41,1.9230769230769231,24.0,12.0,1121.0,30,11.1698,0.0,0.7317073170731707,Pune_Tathawde_H (Maharashtra),PNQ Pashan DPC (Maharashtra)
IND382430AAB,IND380005AAA,36,2.1185897435897436,51.0,23.0,1119.0,36,27.06555,0.0,1.0,Ahmedabad_East_H_1 (Gujarat),Amd_Chandkheda_Dc (Gujarat)
IND600056AAB,IND600044AAE,34,1.8730158730158728,66.5,35.0,1119.0,34,35.81985,0.0,1.0,MAA_Poonamallee_HB (Tamil Nadu),Chennai_Chrompet_L (Tamil Nadu)
IND721212AAA,IND712310AAE,10,2.326666666666666,176.5,78.0,1111.0,10,100.27135,0.0,1.0,Ghatal_KrshDPP_D (West Bengal),Kolkata_North_I_4 (West Bengal)
IND341510AAB,IND305001AAC,14,2.372727272727273,130.5,55.0,1111.0,14,73.67715,1.0,1.0,Merta_Central_DPP_1 (Rajasthan),Ajmer_FoySGRRD_I (Rajasthan)
